variances,means
0.012164663881975563,0.18671835859676533
0.012164663881975563,0.18671835859676533
0.008324476931466242,0.11834229022069691
0.005111185449521054,0.11834229022069691
0.005111185449521054,0.11834229022069691
0.010463931237598182,0.1012482731266798
0.00777460136184024,0.07560724748565417
0.014093391338222258,0.12688929876770547
0.012761251840832015,0.11834229022069691
0.012761251840832015,0.11834229022069691
0.010089886571964891,0.12688929876770547
0.010089886571964891,0.12688929876770547
0.010089886571964891,0.12688929876770547
0.010089886571964891,0.12688929876770547
0.017049762172300045,0.10979528167368836
0.017049762172300045,0.10979528167368836
0.017049762172300045,0.10979528167368836
0.017049762172300045,0.10979528167368836
0.02317118748528295,0.10979528167368836
0.02317118748528295,0.10979528167368836
0.02818019611743446,0.10124827312667982
0.02317118748528295,0.10979528167368836
0.01489638749310034,0.049966221844628546
0.012761251840832015,0.041419213297619994
0.01165614007531005,0.058513230391637104
0.01165614007531005,0.058513230391637104
0.01165614007531005,0.058513230391637104
0.01165614007531005,0.058513230391637104
0.00621396636015967,0.00723117910958578
0.0068807699950658155,-0.009862837984431319
0.0068807699950658155,-0.009862837984431319
0.011305203652264343,-0.009862837984431284
0.013402173330653256,-0.018409846531439844
0.013402173330653256,-0.018409846531439844
0.012161138239400786,-0.00986283798443132
0.012161138239400786,-0.00986283798443132
0.010292664065302196,-0.018409846531439865
0.010292664065302196,-0.018409846531439865
0.010292664065302196,-0.018409846531439865
0.010292664065302196,-0.018409846531439865
0.010292664065302196,-0.018409846531439865
0.010292664065302196,-0.018409846531439865
0.0175447450860479,0.04141921329762
0.009593011572845804,0.04996622184462854
0.009593011572845804,0.04996622184462854
0.02043686702744279,0.05851323039163706
0.02043686702744279,0.05851323039163706
0.020159271437651113,0.03287220475061144
0.020159271437651113,0.03287220475061144
0.01902038201871951,0.015778187656594337
0.01902038201871951,0.015778187656594337
0.0175447450860479,0.04141921329762
0.012135594297159966,-0.00986283798443132
0.012135594297159966,-0.00986283798443132
0.010292664065302196,-0.018409846531439865
0.01508233265624955,0.01577818765659434
0.013029425663934393,-0.0013158294374227683
0.013029425663934393,-0.0013158294374227683
0.013029425663934393,-0.0013158294374227683
0.01460569441762243,0.007231179109585777
0.0189618538389242,0.03287220475061145
0.0189618538389242,0.03287220475061145
0.0189618538389242,0.03287220475061145
0.0189618538389242,0.03287220475061145
0.01075549221677023,0.015778187656594323
0.01075549221677023,0.015778187656594323
0.01075549221677023,0.015778187656594323
0.01075549221677023,0.015778187656594323
0.01075549221677023,0.015778187656594323
0.014648179045365466,-0.0013158294374227568
0.014648179045365466,-0.0013158294374227568
0.01075549221677023,0.015778187656594323
0.009325326173287463,0.00723117910958578
0.00807411169756022,0.024325196203602878
0.01534736222786535,-0.009862837984431242
0.016300674686702776,0.024325196203602892
0.016300674686702776,0.024325196203602892
0.016300674686702776,0.024325196203602892
0.016300674686702776,0.024325196203602892
