plan	var	mean	proportionality_vector
CD	0.005290709063856633	-0.21764728160045083	[-0.24168571646571207, -0.19471495581344006, -0.01925375818549202, -0.29654670632897606, -0.2474160707584971, -0.23473857297095885, -0.24436149960618309, -0.1933266097870811, -0.22628161003264374, -0.27814731605552434]
CNG02	0.0043433718398595	-0.11764728160045083	[-0.11668571646571207, -0.06971495581344006, -0.01925375818549202, -0.17154670632897606, -0.12241607075849709, -0.10973857297095885, -0.11936149960618309, -0.0683266097870811, -0.10128161003264374, -0.27814731605552434]
