plan,disprop_mean,disprop_var,eg_mean,eg_var,ens-discrep_mean,ens-discrep_var
CD,-0.1557649976665132,0.056142386648257055,-0.10318333333333338,0.02334329873456789,-0.018628333333333354,0.0013748775154320994
MA_Proportional_DIST,-0.1279872198887354,0.02890948647224124,-0.07540555555555559,0.007460274043209872,0.009149444444444418,0.016654260231481487
MA_Dem_DIST,-0.1557649976665132,0.056142386648257055,-0.10318333333333338,0.02334329873456789,-0.018628333333333354,0.0013748775154320994
MA_GOP_DIST,-0.1279872198887354,0.04165738169948694,-0.07540555555555559,0.014434348117283944,0.009149444444444427,0.004302994799382716
