plan	var	mean	proportionality_vector
CD	0.056142386648257055	-0.1557649976665132	[-0.017783165676548696, -0.38214319250939993, -0.11536475060702556, -0.3803988099298043, -0.35348721310370507, 0.15686545328303836, 0.22099730132466677, -0.37480560411332703]
