plan	var	mean	proportionality_vector
CD	0.0018511677469820421	0.1772192761571099	[0.13057914878086396, 0.1528535782361401, 0.1461141944200548, 0.1791856250228102, 0.2459201096197029, 0.23266600555141004, 0.2212902012728759, 0.1442933824936895, 0.10320083775564959, 0.21828228985881293, 0.2157798897228672, 0.16016382404337343, 0.15352150326417807]
