plan,disprop_mean,disprop_var,eg_mean,eg_var,ens-discrep_mean,ens-discrep_var
WI_current_DIST,0.1772196254763157,0.0018512032969161855,0.1813846153846154,0.0015706859171597655,0.07242336538461538,0.009188662830380915
WI_Proportional_DIST,0.0810657793224696,0.008439798889341056,0.08523076923076923,0.0051337036686390555,-0.023730480769230768,0.005747690197244821
WI_Dem_DIST,-0.1400880668313766,0.0063303858211596654,-0.13592307692307692,0.0049825202366863925,-0.2448843269230769,0.007397083688369081
WI_GOP_DIST,0.18683501009170034,0.011667685505269303,0.191,0.008999679999999994,0.08203875,0.00397539729783654
