variances,means
0.0018511677469820438,0.17721927615710983
0.0018511677469820438,0.17721927615710983
0.0018511677469820438,0.17721927615710983
0.009458541292533144,0.1772192761571099
0.009458541292533144,0.1772192761571099
0.012934040500737126,0.16760389154172525
0.017373259525354005,0.12914235308018684
0.017373259525354005,0.12914235308018684
0.016370246777388818,0.13875773769557145
0.016370246777388818,0.13875773769557145
0.016370246777388818,0.13875773769557145
0.016370246777388818,0.13875773769557145
0.017373259525354005,0.12914235308018684
0.017373259525354005,0.12914235308018684
0.017991726267853798,0.11952696846480222
0.011202027027715824,0.12914235308018682
0.011202027027715824,0.12914235308018682
0.011202027027715824,0.12914235308018682
0.011202027027715824,0.12914235308018682
0.011202027027715824,0.12914235308018682
0.011202027027715824,0.12914235308018682
0.01411877388789123,0.11952696846480222
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.00689007598979371,0.1772192761571099
0.00689007598979371,0.1772192761571099
0.00689007598979371,0.1772192761571099
0.006193871940358379,0.16760389154172525
0.00689007598979371,0.1772192761571099
0.00689007598979371,0.1772192761571099
0.010365575197997693,0.16760389154172525
0.010365575197997693,0.16760389154172525
0.010365575197997693,0.16760389154172525
0.01192332167377353,0.15798850692634064
0.01192332167377353,0.15798850692634064
0.01192332167377353,0.15798850692634064
0.010365575197997693,0.16760389154172525
0.010365575197997693,0.16760389154172525
0.010365575197997693,0.16760389154172525
0.010365575197997693,0.16760389154172525
0.010365575197997693,0.16760389154172525
0.010365575197997693,0.16760389154172525
0.010365575197997693,0.16760389154172525
0.010365575197997693,0.16760389154172525
0.010365575197997693,0.16760389154172525
0.010365575197997693,0.16760389154172525
0.010365575197997693,0.16760389154172525
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.00685506037582514,0.05221927615710989
0.00685506037582514,0.05221927615710989
0.0035253088068295645,0.09068081461864831
0.0035253088068295645,0.09068081461864831
0.009484459905958812,0.15798850692634064
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.017208640376460728,0.12914235308018684
0.026908196413186956,0.1099115838494176
0.03731142689354863,0.10029619923403299
0.03997864082494577,0.09068081461864838
0.03997864082494577,0.09068081461864838
0.0159184667619374,0.07145004538787915
0.0159184667619374,0.07145004538787915
0.007751618416134216,0.15798850692634064
0.016705572007541726,0.1099115838494176
0.01785776115613,0.12914235308018684
0.016854748408164814,0.13875773769557145
0.016854748408164814,0.13875773769557145
0.016854748408164814,0.13875773769557145
0.016854748408164814,0.13875773769557145
0.016854748408164814,0.13875773769557145
0.015032685855550896,0.16760389154172525
0.015032685855550896,0.16760389154172525
0.014021967028587297,0.15798850692634064
0.014021967028587297,0.15798850692634064
0.014021967028587297,0.15798850692634064
0.015394802261759582,0.14837312231095606
0.015394802261759582,0.14837312231095606
0.015394802261759582,0.14837312231095606
0.015394802261759582,0.14837312231095606
0.01192332167377353,0.15798850692634064
0.01192332167377353,0.15798850692634064
0.01192332167377353,0.15798850692634064
0.01192332167377353,0.15798850692634064
0.01192332167377353,0.15798850692634064
0.01192332167377353,0.15798850692634064
0.01192332167377353,0.15798850692634064
0.012934040500737126,0.16760389154172525
0.012934040500737126,0.16760389154172525
0.011191382782357743,0.1772192761571099
0.0075309723315502095,0.1868346607724945
0.0075309723315502095,0.1868346607724945
0.005595955988934655,0.1964500453878791
0.005595955988934655,0.1964500453878791
0.00944127768234574,0.1868346607724945
0.00944127768234574,0.1868346607724945
0.011870507710663733,0.11952696846480221
0.011870507710663733,0.11952696846480221
0.011870507710663733,0.11952696846480221
0.011870507710663733,0.11952696846480221
0.013006766342340817,0.12914235308018682
0.017373259525354005,0.12914235308018684
0.016051250140577674,0.11952696846480222
0.016051250140577674,0.11952696846480222
0.016051250140577674,0.11952696846480222
0.016051250140577674,0.11952696846480222
0.0075309723315502095,0.1868346607724945
0.0075309723315502095,0.1868346607724945
0.0075309723315502095,0.1868346607724945
0.01166765997522096,0.1868346607724945
0.00871718424899313,0.14837312231095603
0.00871718424899313,0.14837312231095603
0.005611507525996244,0.15798850692634064
0.005611507525996244,0.15798850692634064
0.009572227592988121,0.11952696846480218
0.015886630991684393,0.11952696846480222
0.005611507525996239,0.03298850692634066
